Hugo_Symbol	Entrez_Gene_Id	GrCh37_Isoform	GrCh37_RefSeq	GrCh38_Isoform	GrCh38_RefSeq	# of occurrence within resources (column d_J)	OncoKB_Annotated	Is_Oncogene	Is_Tumor_Suppressor_Gene	Msk_Impact	Msk_Heme	Foundation_One	Foundation_One_Heme	Vogelstein	Sanger_Cgc(05/30/2017)	Tier_CGC(v.92)	In_CGC(v.92)	Role_In_Cancer_CGC(v.92)	In_CIViC(08_21)	Description_CIViC(08_21)	Inclusion_Level
TET1	80312	ENST00000373644	NM_030625.2	ENST00000373644	NM_030625.2	5.0	Yes	No	Yes	Yes	Yes	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		1.0
TOP1	7150	ENST00000361337	NM_003286.2	ENST00000361337	NM_003286.2	5.0	Yes	No	Yes	Yes	Yes	No	Yes	No	Yes	1.0	Yes	fusion	Yes		1.0
TP63	8626	ENST00000264731	NM_003722.4	ENST00000264731	NM_003722.4	5.0	Yes	Yes	Yes	Yes	Yes	No	Yes	No	Yes	1.0	Yes	oncogene, TSG	No		1.0
TRAF7	84231	ENST00000326181	NM_032271.2	ENST00000326181	NM_032271.2	5.0	Yes	No	No	Yes	Yes	No	No	Yes	Yes	1.0	Yes	TSG	No		1.0
ZRSR2	8233	ENST00000307771	NM_005089.3	ENST00000307771	NM_005089.3	5.0	Yes	No	No	Yes	Yes	No	Yes	No	Yes	1.0	Yes	TSG	Yes		1.0
ACVR1	90	ENST00000263640	NM_001111067.2	ENST00000263640	NM_001111067.2	4.0	Yes	Yes	No	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene	Yes		1.0
ALOX12B	242	ENST00000319144	NM_001139.2	ENST00000647874	NM_001139.2	4.0	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No		No		No		2.0
AXIN2	8313	ENST00000307078	NM_004655.3	ENST00000307078	NM_004655.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
BCL11B	64919	ENST00000357195	NM_138576.3	ENST00000357195	NM_138576.3	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		1.0
BCL2L1	598	ENST00000307677	NM_138578.1	ENST00000307677	NM_138578.1	4.0	Yes	No	No	Yes	Yes	Yes	No	No	No		No		No		2.0
BMPR1A	657	ENST00000372037	NM_004329.2	ENST00000372037	NM_004329.2	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		1.0
CDKN1A	1026	ENST00000244741	NM_078467.2	ENST00000244741	NM_078467.2	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No	2.0	Yes	oncogene, TSG	Yes		1.0
CIITA	4261	ENST00000324288	NM_001286402	ENST00000324288	NM_001286402	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes	1.0	Yes	TSG, fusion	No		1.0
CUL3	8452	ENST00000264414	NM_003590.4	ENST00000264414	NM_003590.4	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No	2.0	Yes	TSG	No		1.0
CUX1	1523	ENST00000292535	NM_181552.3	ENST00000292535	NM_181552.3	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes	1.0	Yes	oncogene, TSG	No		1.0
DDX3X	1654	ENST00000399959	NM_001356.4	ENST00000478993	NM_001356.4	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes	1.0	Yes	TSG	No		1.0
DICER1	23405	ENST00000393063	NM_177438.2	ENST00000393063	NM_177438.2	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	Yes		1.0
DIS3	22894	ENST00000377767	NM_014953.3	ENST00000377767	NM_014953.3	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No		No		No		2.0
DNAJB1	3337	ENST00000254322	NM_006145.1	ENST00000254322	NM_006145.1	4.0	Yes	No	No	Yes	Yes	No	No	No	Yes	1.0	Yes	fusion	No		1.0
DNMT1	1786	ENST00000340748	NM_001379.2	ENST00000340748	NM_001379.2	4.0	Yes	Yes	No	Yes	Yes	No	No	Yes	No		No		Yes		2.0
DROSHA	29102	ENST00000344624	NM_013235.4	ENST00000344624	NM_013235.4	4.0	Yes	No	No	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	Yes		1.0
EPAS1	2034	ENST00000263734	NM_001430.4	ENST00000263734	NM_001430.4	4.0	Yes	No	No	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene, TSG	Yes		1.0
EPHA5	2044	ENST00000273854	NM_004439.5	ENST00000273854	NM_004439.5	4.0	Yes	No	No	Yes	Yes	No	Yes	No	No		No		No		2.0
EPHA7	2045	ENST00000369303	NM_004440.3	ENST00000369303	NM_004440.3	4.0	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No	2.0	Yes		No		1.0
ERCC2	2068	ENST00000391945	NM_000400.3	ENST00000391945	NM_000400.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	Yes	ERCC2 functions as a DNA repair gene involved in separating the double helix via 5’-3’ helicase activity. It forms a part of the transcription factor II Human (TFIIH) complex and is ATP-dependent. The TFIIH complex is known to be involved in the nucleotide excision repair pathway (NER) which can repair DNA damage caused by chemotherapeutic treatment and basal transcription. ERCC2 variants have been observed in a variety of cancers. A number of studies have suggested ERCC2 variants can act as biomarkers to predict response to neoadjuvant treatment, and cancer prognosis. Additionally the Lys751Gln polymorphism has been observed to increase risk in a number of cancer types; however, results have been conflicting.	1.0
ERCC3	2071	ENST00000285398	NM_000122.1	ENST00000285398	NM_000122.1	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
ERCC5	2073	ENST00000355739	NM_000123.3	ENST00000652225	NM_000123.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes		No		Yes		2.0
ERRFI1	54206	ENST00000377482	NM_018948.3	ENST00000377482	NM_018948.3	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No		No		Yes		2.0
ETV4	2118	ENST00000319349	NM_001079675.2	ENST00000319349	NM_001079675.2	4.0	Yes	Yes	No	No	No	Yes	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
ETV5	2119	ENST00000306376	NM_004454.2	ENST00000306376	NM_004454.2	4.0	Yes	Yes	No	No	No	Yes	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
EWSR1	2130	ENST00000397938	NM_005243.3	ENST00000397938	NM_005243.3	4.0	Yes	Yes	No	No	No	Yes	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes	Fusions between EWSR1 and multiple 3` partners are regularly identified in soft tissue sarcomas and can aid in differential diagnosis. The fusion product usually contains the N-terminal transcription-activating domain of EWSR1 and the C-terminal DNA-binding domain of the fusion partner, generating a novel transcription factor.	1.0
FANCD2	2177	ENST00000383807	NM_001018115.1	ENST00000383807	NM_001018115.1	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes	1.0	Yes	TSG	No		1.0
FAT1	2195	ENST00000441802	NM_005245.3	ENST00000441802	NM_005245.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
FBXO11	80204	ENST00000403359	NM_001190274.1	ENST00000403359	NM_001190274.1	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes	1.0	Yes	TSG	No		1.0
FOXA1	3169	ENST00000250448	NM_004496.3	ENST00000250448	NM_004496.3	4.0	Yes	Yes	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene	No		1.0
GLI1	2735	ENST00000228682	NM_005269.2	ENST00000228682	NM_005269.2	4.0	Yes	Yes	No	Yes	Yes	No	Yes	No	No	2.0	Yes	oncogene, fusion	Yes		1.0
GNA13	10672	ENST00000439174	NM_006572.5	ENST00000439174	NM_006572.5	4.0	Yes	Yes	No	No	Yes	Yes	Yes	No	No		No		No		2.0
H1-2	3006	ENST00000343677	NM_005319.3	ENST00000343677	NM_005319.3	4.0	Yes	No	No	Yes	Yes	No	Yes	No	No		No		No		2.0
H3-3B	3021	ENST00000254810	NM_005324.3	ENST00000254810	NM_005324.3	4.0	Yes	No	No	Yes	Yes	No	No	No	Yes		No		Yes		2.0
HDAC1	3065	ENST00000373548	NM_004964.2	ENST00000373548	NM_004964.2	4.0	Yes	Yes	No	No	Yes	Yes	Yes	No	No		No		No		2.0
HLA-A	3105	ENST00000376809	NM_001242758.1	ENST00000376809	NM_001242758.1	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	fusion	No		1.0
INHBA	3624	ENST00000242208	NM_002192.2	ENST00000242208	NM_002192.2	4.0	Yes	Yes	Yes	Yes	Yes	No	Yes	No	No		No		No		2.0
LATS1	9113	ENST00000253339	NM_004690.3	ENST00000253339	NM_004690.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
LATS2	26524	ENST00000382592	NM_014572.2	ENST00000382592	NM_014572.2	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
LYN	4067	ENST00000519728	NM_002350.3	ENST00000519728	NM_002350.3	4.0	Yes	Yes	No	Yes	Yes	Yes	No	No	No		No		Yes		2.0
MAF	4094	ENST00000393350	NM_001031804.2	ENST00000393350	NM_001031804.2	4.0	Yes	No	No	No	No	Yes	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
MAP3K14	9020	ENST00000344686	NM_003954.3	ENST00000344686	NM_003954.3	4.0	Yes	Yes	No	Yes	Yes	No	Yes	No	No		No		No		2.0
MAX	4149	ENST00000358664	NM_002382.4	ENST00000358664	NM_002382.4	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
MLLT1	4298	ENST00000252674	NM_005934.3	ENST00000252674	NM_005934.3	4.0	Yes	No	No	Yes	No	No	Yes	No	Yes	1.0	Yes	fusion	No		1.0
MST1R	4486	ENST00000296474	NM_002447.2	ENST00000296474	NM_002447.2	4.0	Yes	Yes	No	Yes	Yes	Yes	No	No	No		No		No		2.0
MYOD1	4654	ENST00000250003	NM_002478.4	ENST00000250003	NM_002478.4	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene	Yes		1.0
NCOR2	9612	ENST00000405201	NM_006312.6	ENST00000405201	NM_006312.6	4.0	Yes	No	No	No	Yes	No	Yes	No	Yes	1.0	Yes	TSG	No		1.0
NOTCH3	4854	ENST00000263388	NM_000435.2	ENST00000263388	NM_000435.2	4.0	Yes	Yes	Yes	Yes	Yes	Yes	No	No	No		No		Yes		2.0
NUP93	9688	ENST00000308159	NM_014669.4	ENST00000308159	NM_014669.4	4.0	Yes	No	No	Yes	Yes	No	Yes	No	No		No		No		2.0
PARP1	142	ENST00000366794	NM_001618.3	ENST00000366794	NM_001618.3	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No		No		Yes		2.0
PHOX2B	8929	ENST00000226382	NM_003924.3	ENST00000226382	NM_003924.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
PIK3C2G	5288	ENST00000266497	NM_004570.4	ENST00000433979	NM_004570.4	4.0	Yes	No	No	Yes	Yes	Yes	No	No	No		No		No		2.0
PIK3CG	5294	ENST00000359195	NM_002649.2	ENST00000359195	NM_002649.2	4.0	Yes	Yes	No	Yes	Yes	No	Yes	No	No		No		No		2.0
PIK3R2	5296	ENST00000222254	NM_005027.3	ENST00000222254	NM_005027.3	4.0	Yes	No	Yes	Yes	Yes	No	Yes	No	No		No		Yes		2.0
PLCG2	5336	ENST00000359376	NM_002661.3	ENST00000564138	NM_002661.3	4.0	Yes	Yes	No	Yes	Yes	No	Yes	No	No		No		Yes		2.0
PPM1D	8493	ENST00000305921	NM_003620.3	ENST00000305921	NM_003620.3	4.0	Yes	Yes	No	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene	No		1.0
PPP6C	5537	ENST00000373547	NM_002721.4	ENST00000373547	NM_002721.4	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
PREX2	80243	ENST00000288368	NM_024870.2	ENST00000288368	NM_024870.2	4.0	Yes	No	No	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene	Yes		1.0
PRKCI	5584	ENST00000295797	NM_002740.5	ENST00000295797	NM_002740.5	4.0	Yes	Yes	No	Yes	Yes	Yes	No	No	No		No		No		2.0
PRKN	5071	ENST00000366898	NM_004562.2	ENST00000366898	NM_004562.2	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No		No		Yes		2.0
PTPRT	11122	ENST00000373198	NM_133170.3	ENST00000373198	NM_133170.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	Yes		1.0
RAD50	10111	ENST00000265335	NM_005732.3	ENST00000378823	NM_005732.3	4.0	Yes	No	Yes	Yes	Yes	No	Yes	No	No		No		Yes		2.0
RAD51C	5889	ENST00000337432	NM_058216.2	ENST00000337432	NM_058216.2	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No		No		No		2.0
RAD51D	5892	ENST00000345365	NM_002878.3	ENST00000345365	NM_002878.3	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No		No		Yes		2.0
RAD52	5893	ENST00000358495	NM_134424.2	ENST00000358495	NM_134424.2	4.0	Yes	No	No	Yes	Yes	Yes	No	No	No		No		No		2.0
RAD54L	8438	ENST00000371975	NM_001142548.1	ENST00000371975	NM_001142548.1	4.0	Yes	No	No	Yes	Yes	Yes	No	No	No		No		No		2.0
RECQL4	9401	ENST00000428558	NM_004260.3	ENST00000617875	NM_004260.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene, TSG	No		1.0
RUNX1T1	862	ENST00000265814	NM_001198626.1	ENST00000265814	NM_001198626.1	4.0	Yes	Yes	No	No	Yes	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		1.0
SDHAF2	54949	ENST00000301761	NM_017841.2	ENST00000301761	NM_017841.2	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
SGK1	6446	ENST00000237305	NM_005627.3	ENST00000237305	NM_005627.3	4.0	Yes	Yes	No	No	Yes	Yes	Yes	No	No	2.0	Yes	oncogene	Yes		1.0
SH2B3	10019	ENST00000341259	NM_005475.2	ENST00000341259	NM_005475.2	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	Yes		1.0
SMAD3	4088	ENST00000327367	NM_005902.3	ENST00000327367	NM_005902.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
SMARCD1	6602	ENST00000394963	NM_003076.4	ENST00000394963	NM_003076.4	4.0	Yes	No	No	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
STAT5A	6776	ENST00000345506	NM_003152.3	ENST00000345506	NM_003152.3	4.0	Yes	Yes	No	Yes	Yes	No	Yes	No	No		No		No		2.0
STAT6	6778	ENST00000300134	NM_001178078.1	ENST00000300134	NM_001178078.1	4.0	Yes	Yes	No	No	Yes	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
TBL1XR1	79718	ENST00000430069	NM_024665.4	ENST00000430069	NM_024665.4	4.0	Yes	No	Yes	No	Yes	No	Yes	No	Yes	1.0	Yes	oncogene, TSG, fusion	No		1.0
TCF7L2	6934	ENST00000543371	NM_001146274.1	ENST00000627217	NM_001146274.1	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
TEK	7010	ENST00000380036	NM_000459.3	ENST00000380036	NM_000459.3	4.0	Yes	No	No	Yes	Yes	Yes	No	No	No		No		Yes		2.0
TMEM127	55654	ENST00000258439	NM_001193304.2	ENST00000258439	NM_001193304.2	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
TRAF2	7186	ENST00000247668	NM_021138.3	ENST00000247668	NM_021138.3	4.0	Yes	No	No	Yes	Yes	No	Yes	No	No		No		No		2.0
VEGFA	7422	ENST00000523873	NM_001171623.1	ENST00000523873	NM_001171623.1	4.0	Yes	Yes	No	Yes	Yes	Yes	No	No	No		No		Yes		2.0
WWTR1	25937	ENST00000360632	NM_001168280.1	ENST00000360632	NM_001168280.1	4.0	Yes	Yes	No	Yes	Yes	No	No	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
XRCC2	7516	ENST00000359321	NM_005431.1	ENST00000359321	NM_005431.1	4.0	Yes	No	Yes	Yes	Yes	Yes	No	No	No		No		No		2.0
ZFHX3	463	ENST00000268489	NM_006885.3	ENST00000268489	NM_006885.3	4.0	Yes	No	Yes	Yes	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
ABL2	27	ENST00000502732	NM_007314.3	ENST00000502732	NM_007314.3	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
ABRAXAS1	84142	ENST00000321945	NM_139076.2	ENST00000321945	NM_139076.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
AGO2	27161	ENST00000220592	NM_012154.3	ENST00000220592	NM_012154.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
ANKRD11	29123	ENST00000301030	NM_013275.5	ENST00000301030	NM_013275.5	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
ARID5B	84159	ENST00000279873	NM_032199.2	ENST00000279873	NM_032199.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
ASXL2	55252	ENST00000435504	NM_018263.4	ENST00000435504	NM_018263.4	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No	2.0	Yes	TSG	No		1.0
ATF1	466	ENST00000262053	NM_005171.4	ENST00000262053	NM_005171.4	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
BABAM1	29086	ENST00000359435	NM_001033549.1	ENST00000359435	NM_001033549.1	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
BBC3	27113	ENST00000449228	NM_001127240.2	ENST00000449228	NM_001127240.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
BCL2L11	10018	ENST00000393256	NM_138621.4	ENST00000393256	NM_138621.4	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		Yes		2.0
BCL9	607	ENST00000234739	NM_004326.3	ENST00000234739	NM_004326.3	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
CARM1	10498	ENST00000327064	NM_199141.1	ENST00000327064	NM_199141.1	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
CCNQ	92002	ENST00000576892	NM_152274.4	ENST00000576892	NM_152274.4	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
CD276	80381	ENST00000318443	NM_001024736.1	ENST00000318443	NM_001024736.1	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
CD58	965	ENST00000369489	NM_001779.2	ENST00000369489	NM_001779.2	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
CDC42	998	ENST00000344548	NM_001791.3	ENST00000344548	NM_001791.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
CENPA	1058	ENST00000335756	NM_001809.3	ENST00000335756	NM_001809.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
COP1	64326	ENST00000367669	NM_022457.5	ENST00000367669	NM_022457.5	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
CSDE1	7812	ENST00000438362	NM_001242891.1	ENST00000438362	NM_001242891.1	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
CTLA4	1493	ENST00000302823	NM_005214.4	ENST00000648405	NM_005214.4	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		Yes		2.0
CYSLTR2	57105	ENST00000282018	NM_020377.2	ENST00000282018	NM_020377.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No	2.0	Yes	oncogene	No		1.0
DCUN1D1	54165	ENST00000292782	NM_020640.2	ENST00000292782	NM_020640.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
DDIT3	1649	ENST00000346473	NM_001195057.1	ENST00000346473	NM_001195057.1	3.0	Yes	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
DEK	7913	ENST00000397239	NM_003472.3	ENST00000652689	NM_003472.3	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
DNMT3B	1789	ENST00000328111	NM_006892.3	ENST00000328111	NM_006892.3	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
DTX1	1840	ENST00000257600	NM_004416.2	ENST00000257600	NM_004416.2	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
DUSP22	56940	ENST00000344450	NM_020185.4	ENST00000344450	NM_020185.4	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
DUSP4	1846	ENST00000240100	NM_001394.6	ENST00000240100	NM_001394.6	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
E2F3	1871	ENST00000346618	NM_001949.4	ENST00000346618	NM_001949.4	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
EGFL7	51162	ENST00000308874	NM_201446.2	ENST00000308874	NM_201446.2	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
EIF1AX	1964	ENST00000379607	NM_001412.3	ENST00000379607	NM_001412.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No	2.0	Yes		Yes		1.0
EIF4E	1977	ENST00000280892	NM_001130678.1	ENST00000280892	NM_001130678.1	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
ELF3	1999	ENST00000359651	NM_004433.4	ENST00000359651	NM_004433.4	3.0	Yes	Yes	Yes	Yes	Yes	No	No	No	No	2.0	Yes	TSG	No		1.0
ELOC	6921	ENST00000284811	NM_005648.3	ENST00000284811	NM_005648.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
EPCAM	4072	ENST00000263735	NM_002354.2	ENST00000263735	NM_002354.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		Yes		2.0
ERF	2077	ENST00000222329	NM_006494.2	ENST00000222329	NM_006494.2	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
ETNK1	55500	ENST00000266517	NM_018638.4	ENST00000671733	NM_018638.4	3.0	Yes	No	No	No	Yes	No	No	No	Yes	1.0	Yes	TSG	No		1.0
EZH1	2145	ENST00000428826	NM_001991.3	ENST00000428826	NM_001991.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
FANCG	2189					3.0	No	No	No	No	No	Yes	Yes	No	Yes	1.0	Yes	TSG	No		
FANCL	55120	ENST00000233741	NM_018062.3	ENST00000233741	NM_018062.3	3.0	Yes	No	Yes	No	No	Yes	Yes	No	No		No		No		2.0
FEV	54738	ENST00000295727	NM_017521.2	ENST00000295727	NM_017521.2	3.0	Yes	No	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	No		1.0
FLI1	2313	ENST00000527786	NM_002017.4	ENST00000527786	NM_002017.4	3.0	Yes	Yes	No	No	No	No	Yes	No	Yes	1.0	Yes	oncogene, fusion	Yes		1.0
FYN	2534	ENST00000368678	NM_153047.3	ENST00000368678	NM_153047.3	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
GNA12	2768	ENST00000275364	NM_007353.2	ENST00000275364	NM_007353.2	3.0	Yes	Yes	No	No	Yes	No	Yes	No	No		No		No		2.0
GNB1	2782	ENST00000378609	NM_001282539.1	ENST00000378609	NM_001282539.1	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
GPS2	2874	ENST00000380728	NM_004489.4	ENST00000380728	NM_004489.4	3.0	Yes	No	Yes	Yes	Yes	No	No	No	No		No		No		2.0
GREM1	26585	ENST00000300177	NM_013372.6	ENST00000300177	NM_013372.6	3.0	Yes	Yes	No	Yes	Yes	No	No	No	No		No		No		2.0
H1-3	3007	ENST00000244534	NM_005320.2	ENST00000244534	NM_005320.2	3.0	Yes	No	Yes	No	Yes	No	Yes	No	No		No		No		2.0
H1-4	3008	ENST00000304218	NM_005321.2	ENST00000304218	NM_005321.2	3.0	Yes	Yes	No	No	Yes	No	Yes	No	No		No		No		2.0
H2AC11	8969	ENST00000358739	NM_003509.2	ENST00000358739	NM_003509.2	3.0	Yes	No	No	No	Yes	No	Yes	No	No		No		No		2.0
H2AC16	8332	ENST00000357320	NM_003511	ENST00000613174	NM_003511	3.0	Yes	No	No	No	Yes	No	Yes	No	No		No		No		2.0
H2AC17	8336	ENST00000359611	NM_003514	ENST00000359611	NM_003514	3.0	Yes	Yes	No	No	Yes	No	Yes	No	No		No		No		2.0
H2AC6	8334	ENST00000314088	NM_003512.3	ENST00000314088	NM_003512.3	3.0	Yes	No	No	No	Yes	No	Yes	No	No		No		No		2.0
H2BC11	8970	ENST00000339812	NM_021058.3	ENST00000339812	NM_021058.3	3.0	Yes	No	No	No	Yes	No	Yes	No	No		No		No		2.0
H2BC12	85236	ENST00000356950	NM_080593.2	ENST00000356950	NM_080593.2	3.0	Yes	No	No	No	Yes	No	Yes	No	No		No		No		2.0
H2BC17	8348	ENST00000616182	NM_003527.4	ENST00000616182	NM_003527.4	3.0	Yes	No	No	No	Yes	No	Yes	No	No		No		No		2.0
H2BC4	8347	ENST00000314332	NM_003518.3	ENST00000314332	NM_003518.3	3.0	Yes	No	No	No	Yes	No	Yes	No	No		No		No		2.0
H2BC5	3017	ENST00000289316	NM_021063.3	ENST00000289316	NM_021063.3	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3-4	8290	ENST00000366696	NM_003493.2	ENST00000366696	NM_003493.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3-5	440093	ENST00000340398	NM_001013699.2	ENST00000340398	NM_001013699.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C1	8350	ENST00000357647	NM_003529.2	ENST00000356476	NM_003529.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C10	8357	ENST00000369163	NM_003536.2	ENST00000369163	NM_003536.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C11	8354	ENST00000328488	NM_003533.2	ENST00000616365	NM_003533.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C12	8356	ENST00000359303	NM_003535.2	ENST00000359303	NM_003535.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C13	653604	ENST00000331491	NM_001123375.2	ENST00000331491	NM_001123375.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C14	126961	ENST00000369158	NM_021059.2	ENST00000369158	NM_021059.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C3	8352	ENST00000540144	NM_003531.2	ENST00000612966	NM_003531.2	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
H3C4	8351	ENST00000356476	NM_003530.4	ENST00000356476	NM_003530.4	3.0	Yes	No	No	Yes	Yes	No	No	No	No		No		No		2.0
